index,address,bathrooms,country,detailedType.subTypology,detailedType.typology,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url
10,Calle de Ribes,2,es,,flat,Eixample,True,2873,1,False,False,True,False,False,41.3914805,2.1792877,Barcelona,El Fort Pienc,False,,28,sale,True,True,,695000.0,4633.0,87624330,flat,Barcelona,4,False,150.0,good,"El Fort Pienc, Barcelona",Piso en Calle de Ribes,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/0f/2f/754569932.jpg,https://www.idealista.com/inmueble/87624330/
11,barrio El Gòtic,5,es,,flat,Ciutat Vella,True,PM-5662,4,False,False,True,False,False,41.3807827,2.1737327,Barcelona,El Gòtic,False,,22,sale,,,,1690000.0,7824.0,87623772,flat,Barcelona,3,False,216.0,good,"El Gòtic, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/7c/b2/726540162.jpg,https://www.idealista.com/inmueble/87623772/
12,Paseo de Sant Joan,2,es,,flat,Gràcia,True,LS011,1,False,False,True,False,False,41.3997949,2.166551,Barcelona,El Camp d'En Grassot i Gràcia Nova,False,,7,sale,,,,360000.0,4390.0,87623809,flat,Barcelona,4,False,82.0,,"El Camp d'En Grassot i Gràcia Nova, Barcelona",Piso en Paseo de Sant Joan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/60/d1/726540222.jpg,https://www.idealista.com/inmueble/87623809/
13,barrio El Gòtic,2,es,,flat,Ciutat Vella,True,PM-5653,2,False,False,True,False,False,41.3809827,2.1745327,Barcelona,El Gòtic,False,,16,sale,,,,790000.0,7453.0,87623705,flat,Barcelona,2,False,106.0,good,"El Gòtic, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/bf/aa/726538196.jpg,https://www.idealista.com/inmueble/87623705/
14,Calle de Buenaventura Muñoz s/n,2,es,,flat,Sant Martí,False,NT91101,,False,False,,False,False,41.3922994,2.1857118,Barcelona,El Parc i la Llacuna del Poblenou,False,,14,sale,,,,450000.0,6000.0,87623640,flat,Barcelona,1,True,75.0,good,"El Parc i la Llacuna del Poblenou, Barcelona",Piso en Calle de Buenaventura Muñoz s/n,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/bb/3f/726537114.jpg,https://www.idealista.com/inmueble/87623640/
15,barrio El Gòtic,2,es,,flat,Ciutat Vella,False,PM-5658,2,False,False,True,False,False,41.3824827,2.1736327,Barcelona,El Gòtic,False,,16,sale,,,,590000.0,8194.0,87623420,flat,Barcelona,2,False,72.0,good,"El Gòtic, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/63/38/726534308.jpg,https://www.idealista.com/inmueble/87623420/
16,Calle de València,1,es,,flat,Eixample,True,SLX0169,8,False,False,True,True,False,41.4052052,2.1832744,Barcelona,La Sagrada Família,False,,36,sale,,,,395000.0,4389.0,87623236,flat,Barcelona,3,False,90.0,good,"La Sagrada Família, Barcelona",Piso en Calle de València,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/d4/44/726529931.jpg,https://www.idealista.com/inmueble/87623236/
17,barrio Pedralbes,6,es,,flat,Les Corts,True,VB1911012,1,False,False,True,True,True,41.3928236,2.1142478,Barcelona,Pedralbes,False,,40,sale,True,True,,2400000.0,7643.0,87623077,flat,Barcelona,5,False,314.0,good,"Pedralbes, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/c4/5d/761767774.jpg,https://www.idealista.com/inmueble/87623077/
18,Calle de la Indústria s/n,2,es,,flat,Eixample,True,Industria,3,False,False,True,False,False,41.4100623,2.1751193,Barcelona,La Sagrada Família,False,,1,sale,,,,485000.0,3880.0,87623237,flat,Barcelona,3,True,125.0,good,"La Sagrada Família, Barcelona",Piso en Calle de la Indústria s/n,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/76/60/726578134.jpg,https://www.idealista.com/inmueble/87623237/
19,Calle de Dalmases,4,es,,flat,Sarrià-Sant Gervasi,True,v00130-FOPR1,1,False,False,True,False,True,41.4015099,2.1307104,Barcelona,Les Tres Torres,False,,22,sale,True,True,,1290000.0,5733.0,87622993,flat,Barcelona,7,False,225.0,renew,"Les Tres Torres, Barcelona",Piso en Calle de Dalmases,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/a7/08/726523960.jpg,https://www.idealista.com/inmueble/87622993/
20,Via Favència,1,es,penthouse,flat,Nou Barris,True,16V06,7,False,False,True,True,True,41.4454228,2.1857637,Barcelona,La Prosperitat,False,,19,sale,,,,183000.0,3000.0,87622736,penthouse,Barcelona,2,False,61.0,good,"La Prosperitat, Barcelona",Ático en Via Favència,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/97/f4/763941717.jpg,https://www.idealista.com/inmueble/87622736/
21,Calle de València,1,es,,flat,Eixample,True,VH.VALENCIA540,7,False,False,True,False,False,41.4071052,2.1837744,Barcelona,La Sagrada Família,False,,52,sale,,,,385900.0,4288.0,87622436,flat,Barcelona,3,False,90.0,good,"La Sagrada Família, Barcelona",Piso en Calle de València,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/42/48/726511838.jpg,https://www.idealista.com/inmueble/87622436/
22,barrio Pedralbes,1,es,penthouse,flat,Les Corts,True,PM-5236,8,False,False,True,False,False,41.3903641,2.1242005,Barcelona,Pedralbes,False,,15,sale,,,,460000.0,6301.0,87622389,penthouse,Barcelona,3,False,73.0,renew,"Pedralbes, Barcelona",Ático,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/f3/1f/726510964.jpg,https://www.idealista.com/inmueble/87622389/
23,barrio Pedralbes,1,es,,flat,Les Corts,True,PM-6689,3,False,False,True,False,False,41.3915641,2.1275005,Barcelona,Pedralbes,False,,15,sale,,,,400000.0,6452.0,87622237,flat,Barcelona,3,False,62.0,renew,"Pedralbes, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/45/89/726508103.jpg,https://www.idealista.com/inmueble/87622237/
24,Calle de Mallorca,1,es,,flat,Eixample,True,3451-01851,4,True,False,True,True,False,41.4048966,2.1755532,Barcelona,La Sagrada Família,False,,42,sale,,,,420000.0,5753.0,87610665,flat,Barcelona,2,False,73.0,good,"La Sagrada Família, Barcelona",Piso en Calle de Mallorca,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/e4/74/726140963.jpg,https://www.idealista.com/inmueble/87610665/
25,Calle de la Riera de Tena,1,es,,flat,Sants-Montjuïc,False,AND90,1,False,False,True,False,False,41.3689447,2.132651,Barcelona,La Bordeta,False,,11,sale,,,,215000.0,3071.0,87621044,flat,Barcelona,3,False,70.0,renew,"La Bordeta, Barcelona",Piso en Calle de la Riera de Tena,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/35/c7/726475224.jpg,https://www.idealista.com/inmueble/87621044/
26,Calle de Pau Claris,2,es,,flat,Eixample,True,7622,2,False,False,True,False,False,41.3883189,2.1721589,Barcelona,La Dreta de l'Eixample,False,,41,sale,,,,650000.0,5556.0,81362675,flat,Barcelona,3,False,117.0,good,"La Dreta de l'Eixample, Barcelona",Piso en Calle de Pau Claris,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/e4/8e/575443156.jpg,https://www.idealista.com/inmueble/81362675/
27,Calle de Valencia,1,es,,flat,Eixample,True,VP013SF,7,False,False,True,False,False,41.4047052,2.1809744,Barcelona,La Sagrada Família,False,,50,sale,,,,389900.0,4332.0,87620317,flat,Barcelona,3,False,90.0,good,"La Sagrada Família, Barcelona",Piso en Calle de Valencia,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/69/a2/726460983.jpg,https://www.idealista.com/inmueble/87620317/
28,Calle de l'Hospital,1,es,penthouse,flat,Ciutat Vella,False,,4,False,False,False,True,False,41.37835,2.16632,Barcelona,El Raval,False,,16,sale,,,,160000.0,3200.0,39309200,penthouse,Barcelona,2,False,50.0,good,"El Raval, Barcelona",Ático en Calle de l'Hospital,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/7c/3d/257575808.jpg,https://www.idealista.com/inmueble/39309200/
29,"Calle d'Aragó, 63",2,es,,flat,Eixample,False,1123,6,True,False,True,False,False,41.3808886,2.1496622,Barcelona,La Nova Esquerra de l'Eixample,False,,38,sale,,,,375000.0,4213.0,87615367,flat,Barcelona,3,True,89.0,good,"La Nova Esquerra de l'Eixample, Barcelona","Piso en Calle d'Aragó, 63",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/7c/bb/726276342.jpg,https://www.idealista.com/inmueble/87615367/
30,"marques campo sagrado, 12",2,es,penthouse,flat,Eixample,True,BCN-000110,7,False,False,True,False,True,41.3756849,2.1639888,Barcelona,Sant Antoni,False,,23,sale,,,,470000.0,4700.0,87618145,penthouse,Barcelona,3,True,100.0,good,"Sant Antoni, Barcelona","Ático en marques campo sagrado, 12",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/7b/d1/759621196.jpg,https://www.idealista.com/inmueble/87618145/
31,barrio Les Tres Torres,1,es,,flat,Sarrià-Sant Gervasi,True,2019_35,1,False,False,True,False,False,41.400556,2.1322935,Barcelona,Les Tres Torres,False,,10,sale,,,,595000.0,7000.0,87617969,flat,Barcelona,2,False,85.0,,"Les Tres Torres, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/dd/06/726366794.jpg,https://www.idealista.com/inmueble/87617969/
32,barrio El Gòtic,4,es,,flat,Ciutat Vella,False,BCNP2835,,False,False,True,False,False,41.3811827,2.1741327,Barcelona,El Gòtic,False,,43,sale,,,,1690000.0,7860.0,87467137,flat,Barcelona,3,False,215.0,good,"El Gòtic, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/69/2e/742084979.jpg,https://www.idealista.com/inmueble/87467137/
33,barrio Sant Pere - Santa Caterina i la Ribera,3,es,,flat,Ciutat Vella,False,BCNP2807,,False,False,True,False,False,41.3860342,2.1785706,Barcelona,Sant Pere - Santa Caterina i la Ribera,False,,21,sale,,,,1380000.0,9200.0,87617021,flat,Barcelona,3,False,150.0,good,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/ce/3d/726334488.jpg,https://www.idealista.com/inmueble/87617021/
34,Ronda de la Guineueta Vella,1,es,,flat,Nou Barris,True,001079,6,False,False,True,False,False,41.4467914,2.16582,Barcelona,Les Roquetes - Canyelles,False,,11,sale,,,,168000.0,2182.0,87616910,flat,Barcelona,3,False,77.0,good,"Les Roquetes - Canyelles, Barcelona",Piso en Ronda de la Guineueta Vella,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/6a/32/744536579.jpg,https://www.idealista.com/inmueble/87616910/
35,Calle de Roger de Flor,2,es,,flat,Eixample,False,001982,5,False,False,True,False,False,41.392863,2.176616,Barcelona,El Fort Pienc,False,,24,sale,,,,450000.0,4945.0,87616916,flat,Barcelona,3,False,91.0,good,"El Fort Pienc, Barcelona",Piso en Calle de Roger de Flor,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/dd/d9/726332488.jpg,https://www.idealista.com/inmueble/87616916/
36,Calle de Còrsega,2,es,,flat,Eixample,False,AB-1914,8,False,False,True,True,False,41.382631,2.1425363,Barcelona,La Nova Esquerra de l'Eixample,False,,27,sale,,,,520000.0,6667.0,87616688,flat,Barcelona,1,False,78.0,,"La Nova Esquerra de l'Eixample, Barcelona",Piso en Calle de Còrsega,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/44/18/726326372.jpg,https://www.idealista.com/inmueble/87616688/
37,barrio Sant Andreu,2,es,,flat,Sant Andreu,False,LH-02575,en,False,False,True,False,False,41.4357608,2.1856544,Barcelona,Sant Andreu,False,,23,sale,True,True,,315000.0,3663.0,87616698,flat,Barcelona,4,False,86.0,,"Sant Andreu, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/7f/8d/726326252.jpg,https://www.idealista.com/inmueble/87616698/
38,Paseo de Manuel Girona,2,es,,flat,Les Corts,True,AG4143_002159-69,1,False,False,True,False,False,41.3927245,2.1248464,Barcelona,Pedralbes,False,,7,sale,,,,450000.0,4737.0,87616643,flat,Barcelona,3,False,95.0,good,"Pedralbes, Barcelona",Piso en Paseo de Manuel Girona,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/80/4e/726326165.jpg,https://www.idealista.com/inmueble/87616643/
39,barrio Pedralbes,7,es,independantHouse,chalet,Les Corts,False,NVK1236,,False,False,,False,False,41.3878899,2.1111354,Barcelona,Pedralbes,False,,2,sale,True,True,,3500000.0,5738.0,87616509,chalet,Barcelona,6,False,610.0,good,"Pedralbes, Barcelona",Casa independiente,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/5b/39/726321902.jpg,https://www.idealista.com/inmueble/87616509/
40,Calle del Capità Arenas,1,es,,flat,Sarrià-Sant Gervasi,True,VK0560-1,8,False,False,True,False,False,41.3950084,2.1234696,Barcelona,Sarrià,False,,16,sale,,,,460000.0,6053.0,87615992,flat,Barcelona,3,False,76.0,renew,"Sarrià, Barcelona",Piso en Calle del Capità Arenas,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/25/06/726300768.jpg,https://www.idealista.com/inmueble/87615992/
41,barrio La Nova Esquerra de l'Eixample,1,es,penthouse,flat,Eixample,True,B06655BA,8,False,False,True,True,True,41.384631,2.1443363,Barcelona,La Nova Esquerra de l'Eixample,False,,20,sale,,,,470000.0,6026.0,87615830,penthouse,Barcelona,2,False,78.0,,"La Nova Esquerra de l'Eixample, Barcelona",Ático,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/ef/d4/726295671.jpg,https://www.idealista.com/inmueble/87615830/
42,Calle Francesc Pérez Cabrero,3,es,,flat,Sarrià-Sant Gervasi,True,37552,1,False,False,True,False,False,41.3936229,2.1404536,Barcelona,Sant Gervasi - Galvany,False,,19,sale,True,True,,2600000.0,4906.0,87615265,flat,Barcelona,7,False,530.0,renew,"Sant Gervasi - Galvany, Barcelona",Piso en Calle Francesc Pérez Cabrero,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/af/d4/726273151.jpg,https://www.idealista.com/inmueble/87615265/
43,Trafalgar,2,es,duplex,flat,Eixample,True,68780,4,False,False,True,True,False,41.3895919,2.1770928,Barcelona,La Dreta de l'Eixample,False,,16,sale,,,,1400000.0,7000.0,87614998,duplex,Barcelona,2,False,200.0,good,"La Dreta de l'Eixample, Barcelona",Dúplex en Trafalgar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/65/ce/726267431.jpg,https://www.idealista.com/inmueble/87614998/
44,Trafalgar,2,es,,flat,Eixample,True,68775,2,False,False,True,True,False,41.3900919,2.1792928,Barcelona,La Dreta de l'Eixample,False,,16,sale,,,,875000.0,8413.0,87614583,flat,Barcelona,2,False,104.0,good,"La Dreta de l'Eixample, Barcelona",Piso en Trafalgar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/4c/e3/726262660.jpg,https://www.idealista.com/inmueble/87614583/
45,Trafalgar,2,es,,flat,Eixample,True,68389,2,False,False,True,True,False,41.3905919,2.1788928,Barcelona,La Dreta de l'Eixample,False,,17,sale,,,,850000.0,8173.0,87614533,flat,Barcelona,2,False,104.0,good,"La Dreta de l'Eixample, Barcelona",Piso en Trafalgar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/92/bf/726257277.jpg,https://www.idealista.com/inmueble/87614533/
46,Trafalgar,2,es,,flat,Eixample,True,68772,1,False,False,True,True,False,41.3885919,2.1761928,Barcelona,La Dreta de l'Eixample,False,,16,sale,,,,815000.0,7837.0,87614177,flat,Barcelona,2,False,104.0,good,"La Dreta de l'Eixample, Barcelona",Piso en Trafalgar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/b5/e8/726248048.jpg,https://www.idealista.com/inmueble/87614177/
47,Calle Trafalgar,2,es,,flat,Eixample,True,68306,en,False,False,True,True,False,41.3911919,2.1761928,Barcelona,La Dreta de l'Eixample,False,,16,sale,,,,699000.0,6721.0,87613915,flat,Barcelona,2,False,104.0,good,"La Dreta de l'Eixample, Barcelona",Piso en Calle Trafalgar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/44/a4/726233430.jpg,https://www.idealista.com/inmueble/87613915/
48,Calle de Pelai,2,es,,flat,Eixample,True,2773,3,False,False,True,True,True,41.3869201,2.1681699,Barcelona,La Dreta de l'Eixample,False,,25,sale,,,,850000.0,4885.0,87612724,flat,Barcelona,4,False,174.0,good,"La Dreta de l'Eixample, Barcelona",Piso en Calle de Pelai,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/86/36/754570922.jpg,https://www.idealista.com/inmueble/87612724/
49,Calle Casanova s/n,3,es,,flat,Eixample,True,,4,False,False,True,False,False,41.3849347,2.1592913,Barcelona,L'Antiga Esquerra de l'Eixample,False,,15,sale,,,,430000.0,5375.0,87612212,flat,Barcelona,3,True,80.0,good,"L'Antiga Esquerra de l'Eixample, Barcelona",Piso en Calle Casanova s/n,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/ec/9e/726175107.jpg,https://www.idealista.com/inmueble/87612212/
0,Calle del Canonge Pibernat,3,es,terracedHouse,chalet,Sants-Montjuïc,False,CANONGE,,False,False,,False,False,41.3777965,2.1284981,Barcelona,Sants - Badal,False,,20,sale,True,True,,998000.0,3327.0,87611616,chalet,Barcelona,4,False,300.0,good,"Sants - Badal, Barcelona",Chalet adosado en Calle del Canonge Pibernat,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/db/5c/726166226.jpg,https://www.idealista.com/inmueble/87611616/
1,Calle de la Foneria,2,es,,flat,Sants-Montjuïc,True,2454,5,False,False,True,False,False,41.3597368,2.1412196,Barcelona,La Marina del Port,False,,11,sale,,,,275000.0,2750.0,87612285,flat,Barcelona,4,False,100.0,renew,"La Marina del Port, Barcelona",Piso en Calle de la Foneria,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/49/c7/726176149.jpg,https://www.idealista.com/inmueble/87612285/
2,Calle de València,1,es,,flat,Eixample,False,3057,,False,False,True,False,False,41.4084052,2.1798744,Barcelona,La Sagrada Família,False,,52,sale,,,,389900.0,4332.0,87612349,flat,Barcelona,3,False,90.0,,"La Sagrada Família, Barcelona",Piso en Calle de València,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/24/8f/754725182.jpg,https://www.idealista.com/inmueble/87612349/
3,barrio El Poblenou,3,es,,flat,Sant Martí,False,W-02DE63,1,False,False,True,False,False,41.4005406,2.2019715,Barcelona,El Poblenou,False,,43,sale,,,,500000.0,3846.0,87611227,flat,Barcelona,2,False,130.0,good,"El Poblenou, Barcelona",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/07/ec/755920424.jpg,https://www.idealista.com/inmueble/87611227/
4,Calle de Benet Mateu,2,es,,flat,Sarrià-Sant Gervasi,True,CHV499,1,False,False,True,True,True,41.3925255,2.1241025,Barcelona,Sarrià,False,,19,sale,,,,430000.0,3981.0,87610544,flat,Barcelona,4,False,108.0,good,"Sarrià, Barcelona",Piso en Calle de Benet Mateu,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/4d/85/736687466.jpg,https://www.idealista.com/inmueble/87610544/
5,"Calle de Vistalegre, 10",2,es,,flat,Ciutat Vella,True,A13165,3,False,False,False,False,False,41.378785,2.1667545,Barcelona,El Raval,False,,16,sale,,,,209000.0,3215.0,87610097,flat,Barcelona,1,True,65.0,good,"El Raval, Barcelona","Piso en Calle de Vistalegre, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/a8/3d/726125556.jpg,https://www.idealista.com/inmueble/87610097/
6,Calle de la Independència,1,es,,flat,Sant Martí,False,VM-INDEPENDENCIA,,False,False,,False,False,41.4050453,2.1866802,Barcelona,El Clot,False,,20,sale,,,,260000.0,3171.0,87609573,flat,Barcelona,2,False,82.0,,"El Clot, Barcelona",Piso en Calle de la Independència,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/0a/c6/726113952.jpg,https://www.idealista.com/inmueble/87609573/
7,barrio Navas,1,es,penthouse,flat,Sant Andreu,True,108576,6,False,False,True,True,False,41.4200435,2.1820217,Barcelona,Navas,False,,31,sale,,,,240000.0,3582.0,87609476,penthouse,Barcelona,3,False,67.0,good,"Navas, Barcelona",Ático,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/b4/9c/726111668.jpg,https://www.idealista.com/inmueble/87609476/
8,Calle de Còrsega,1,es,,flat,Eixample,True,CORSEGA,4,False,False,True,False,False,41.3864694,2.1475244,Barcelona,La Nova Esquerra de l'Eixample,False,,23,sale,,,,385000.0,4231.0,87609372,flat,Barcelona,4,False,91.0,good,"La Nova Esquerra de l'Eixample, Barcelona",Piso en Calle de Còrsega,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/e9/63/726109615.jpg,https://www.idealista.com/inmueble/87609372/
9,Avenida del Paralelo,1,es,,flat,Eixample,True,ALB-00162,5,False,False,True,False,False,41.3735943,2.1659833,Barcelona,Sant Antoni,False,,19,sale,,,,440000.0,4889.0,87609351,flat,Barcelona,3,False,90.0,good,"Sant Antoni, Barcelona",Piso en Avenida del Paralelo,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/3a/fd/726108790.jpg,https://www.idealista.com/inmueble/87609351/
